,id,createdTime,fields.Unnamed: 0,fields.index,fields.city_name,fields.iata_code,fields.gmt,fields.timezone,fields.latitude,fields.longitude
1211,rec8f8szFCIEtWeYv,2024-07-21T16:16:50.000Z,4535,4420,Madrid,MAD,1,Europe/Madrid,40.416691,-3.700345
1212,rec8fgjxtr08cfQr2,2024-07-21T16:13:55.000Z,2056,1660,Dubbo,DBO,10,Australia/Sydney,-32.218822,148.56956
1213,rec8fmnkAaOZIVWgx,2024-07-21T16:17:46.000Z,5301,8656,Nain,YDP,-4,America/Goose_Bay,56.533333,-61.666668
1214,rec8fzIj9ZnZevEqn,2024-07-21T16:14:32.000Z,2604,7908,General Villegas,VGS,-3,America/Argentina/Salta,-35.083332,-63
1215,rec8gNtHxSa6ZXEbM,2024-07-21T16:12:57.000Z,1254,1253,Campo Grande,CGR,-4,America/Campo_Grande,-20.456991,-54.668873
1216,rec8gb5GvGHdwuRXa,2024-07-21T16:14:00.000Z,2139,8835,Ekati,YOA,-7,America/Yellowknife,64.69945,-110.61444
1217,rec8gepHwhuP78BVA,2024-07-21T16:12:23.000Z,794,576,Belmopan,BCV,-6,America/Belize,17.266666,-88.78333
1218,rec8hOZ1UyQFSMPEu,2024-07-21T16:21:39.000Z,8421,8090,Warangal,WGC,5.30,Asia/Kolkata,17.916668,79.6
1219,rec8hfzK5flATrCkx,2024-07-21T16:21:49.000Z,8553,3125,Wilmington,ILN,-5,America/New_York,39.493057,-83.74083
1220,rec8hp7ubulSweybX,2024-07-21T16:13:12.000Z,1465,8633,Chetwynd,YCQ,-7,America/Dawson_Creek,55.683334,-121.63333
1221,rec8igmmaSF8BKIwd,2024-07-21T16:14:09.000Z,2262,2109,Espanola,ESO,-7,America/Denver,36.1,-106.03333
1222,rec8j1yVG2qssxJUQ,2024-07-21T16:13:32.000Z,1731,1571,Corvo Island,CVU,-1,Atlantic/Azores,39.7,-31.1
1223,rec8jjvd2lbEbCPcX,2024-07-21T16:20:29.000Z,7485,9314,Stewart,ZST,-8,America/Vancouver,55.933334,-129.98334
1224,rec8kY6DVk5mO8RKZ,2024-07-21T16:14:48.000Z,2822,1113,Guangzhou,CAN,8,Asia/Shanghai,23.387861,113.29734
1225,rec8kopHWCtj5cOlh,2024-07-21T16:15:06.000Z,3096,2828,Horn Island,HID,10,Australia/Brisbane,-10.583333,142.28334
1226,rec8l8EysI2qKpnGQ,2024-07-21T16:12:58.000Z,1278,3745,Capanda,KNP,1,Africa/Luanda,-9.766944,15.450278
1227,rec8lXytzxftvZNqc,2024-07-21T16:17:22.000Z,4978,4503,Mindiptana,MDP,9,Asia/Jayapura,-5.833333,140.83333
1228,rec8lgsTdIGmVSo2K,2024-07-21T16:21:23.000Z,8208,7846,Uyuni,UYU,-4,America/La_Paz,-20.4463,-66.8484
1229,rec8limHGtTcGZ1az,2024-07-21T16:20:45.000Z,7707,7362,Tanjung Balai,TJB,7,Asia/Jakarta,2.916667,99.73333
1230,rec8lof2yjWf0WV3L,2024-07-21T16:12:32.000Z,915,703,Bishop,BIH,-8,America/Los_Angeles,37.373333,-118.365
1231,rec8mA5r1aeQ4250F,2024-07-21T16:18:24.000Z,5802,5432,Ourilandia,OIA,-3,America/Belem,-6.761303,-51.049
1232,rec8mCoI1kfTvEgmI,2024-07-21T16:12:30.000Z,887,704,Bikini Atoll,BII,12,Pacific/Majuro,11.525081,165.56512
1233,rec8nGPai0P8tfd4V,2024-07-21T16:13:42.000Z,1879,7617,Dawe,TVY,6.30,Asia/Rangoon,14.1,98.2
1234,rec8nYL5YpJVmbfsN,2024-07-21T16:18:21.000Z,5756,5551,Ormara,ORW,5,Asia/Karachi,25.3,64.583336
1235,rec8o6yKWxm2bNAuP,2024-07-21T16:18:34.000Z,5930,5837,Parkersburg,PKB,-5,America/New_York,39.345554,-81.43889
1236,rec8oiIXXOSMd5lbX,2024-07-21T16:14:17.000Z,2378,2256,Florianopolis,FLN,-3,America/Sao_Paulo,-27.664446,-48.5452
1237,rec8oyR5ZLWeLlrhm,2024-07-21T16:16:46.000Z,4476,8997,Lupin,YWO,-7,America/Yellowknife,65.75833,-111.25
1238,rec8pbZ0fCFUieWlT,2024-07-21T16:14:59.000Z,2991,2793,Heide-Buesum,HEI,1,Europe/Berlin,54.155556,8.902778
1239,rec8pdEOMwcrls9xY,2024-07-21T16:14:57.000Z,2979,3021,Hazebrouck,HZB,1,Europe/Paris,50.61667,2.65
1240,rec8peywZhVhsbSs6,2024-07-21T16:20:02.000Z,7122,9245,Sena Madureira,ZMD,-5,America/Rio_Branco,-9.083333,-68.75
1241,rec8qMTJH3IWUsrUz,2024-07-21T16:17:50.000Z,5341,5174,Nankina,NKN,10,Pacific/Port_Moresby,-5.833333,143.45
1242,rec8qv1ijAaXkAAr9,2024-07-21T16:20:57.000Z,7855,7613,Thomasville,TVI,-5,America/New_York,30.9025,-83.880554
1243,rec8qzayZirBIH4Ke,2024-07-21T16:15:00.000Z,3015,9298,Herning,ZRY,1,Europe/Copenhagen,56.13932,8.97378
1244,rec8rCwez92Seok9d,2024-07-21T16:13:18.000Z,1544,1227,Cienfuegos,CFG,-5,America/Havana,22.15,-80.41417
1245,rec8rOymim9rtwobB,2024-07-21T16:17:24.000Z,4990,361,Minocqua,ARV,-6,America/Chicago,45.924168,-89.73222
1246,rec8rXOk2v5tkTtkG,2024-07-21T16:19:10.000Z,6432,7831,Queenstown,UTW,2,Africa/Johannesburg,-31.866667,26.866667
1247,rec8rmqE9zp9hIP3w,2024-07-21T16:13:05.000Z,1367,1613,Cauayan,CYZ,8,Asia/Manila,16.93,121.75584
1248,rec8sMhCBwaIep6ps,2024-07-21T16:12:48.000Z,1126,7832,Bugulma,UUA,3,Europe/Moscow,54.61667,52.816666
1249,rec8suAUE3btpp4Rg,2024-07-21T16:14:49.000Z,2856,3901,Gunsan AB,KUZ,9,Asia/Seoul,37.716667,128.81667
1250,rec8uDEJCVf29eqau,2024-07-21T16:17:15.000Z,4875,4631,Mejit Island,MJB,12,Pacific/Majuro,10.283333,170.88333
1251,rec8uK9PbUkoUzaN2,2024-07-21T16:22:06.000Z,8779,9277,Zephyrhills,ZPH,-5,America/New_York,28.233334,-82.183334
1252,rec8us3PyFXuIteYW,2024-07-21T16:13:17.000Z,1537,1556,Chungribu,CVB,10,Pacific/Port_Moresby,-4.8,144.7
1253,rec8v42gzwaCNPCtU,2024-07-21T16:15:17.000Z,3260,3076,Innisfail,IFL,10,Australia/Brisbane,-17.55,146.01666
1254,rec8vQX4GTy0xUrim,2024-07-21T16:20:56.000Z,7842,1774,The Dalles,DLS,-8,America/Los_Angeles,45.6,-121.166664
1255,rec8vdL9lh2qm5hv1,2024-07-21T16:19:58.000Z,7079,9214,Schaffhausen,ZKJ,1,Europe/Zurich,47.69732,8.63493
1256,rec8vrkR0Nz0g4K1n,2024-07-21T16:14:39.000Z,2707,2690,Gordonsville,GVE,-5,America/New_York,38.13333,-78.2
1257,rec8w7mV3IUdvqaM2,2024-07-21T16:16:39.000Z,4384,4090,Long Beach,LGB,-8,America/Los_Angeles,33.79,-118.16
1258,rec8wInxQCaWwSUmJ,2024-07-21T16:17:57.000Z,5441,341,New Iberia,ARA,-6,America/Chicago,30.037779,-91.88389
1259,rec8wfy0gVWBuNdFf,2024-07-21T16:13:10.000Z,1436,1275,Chateauroux,CHR,1,Europe/Paris,46.816666,1.7
1260,rec8wuwKftAygTXTE,2024-07-21T16:18:04.000Z,5540,5406,Norfolk,OFK,-6,America/Chicago,41.984165,-97.434166
1261,rec8xU0IZkyEAVOd8,2024-07-21T16:13:14.000Z,1491,8576,Chillan,YAI,-4,America/Santiago,-36.6,-72.11667
1262,rec8xqBPuBCt4s5QR,2024-07-21T16:18:24.000Z,5795,5606,Ouanga,OUU,1,Africa/Libreville,-2.983333,10.3
1263,rec8xzQ6OrBuZbmqp,2024-07-21T16:12:26.000Z,833,804,Berlin,BML,-5,America/New_York,44.574722,-71.17639
1264,rec8yBL9V4x6LoUZ0,2024-07-21T16:18:31.000Z,5906,5683,Paraburdoo,PBO,8,Australia/Perth,-23.173908,117.748
1265,rec8yHHAzThjvVUHF,2024-07-21T16:12:02.000Z,517,477,Axum,AXU,3,Africa/Addis_Ababa,14.120833,38.716667
1266,rec8yYgpYSWhGsIbF,2024-07-21T16:19:00.000Z,6307,8866,Prince Rupert,YPR,-8,America/Vancouver,54.306145,-130.310882
1267,rec8z1yyyiINLArTH,2024-07-21T16:21:49.000Z,8568,8143,Winnemucca,WMC,-8,America/Los_Angeles,40.966667,-117.73333
1268,rec8za4WTg1xUszYt,2024-07-21T16:11:48.000Z,316,6181,Ansbach,QOB,1,Europe/Berlin,49.3,10.5833
1269,rec8zpSZkDBbG9kgf,2024-07-21T16:14:43.000Z,2760,2421,Great Barrier Island,GBZ,12,Pacific/Auckland,-36.25,175.41667
1270,rec8zxqnbmKJqWy5Q,2024-07-21T16:16:27.000Z,4218,8395,Leaf Bay,XLF,-5,America/Montreal,59,-69
1271,rec90WJqqe911EHe8,2024-07-21T16:16:17.000Z,4089,3153,Lago Argentino,ING,-3,America/Argentina/Rio_Gallegos,-50.583332,-72.666664
1272,rec90a4x3jSScA14Q,2024-07-21T16:17:29.000Z,5072,4638,Monkey Mia,MJK,8,Australia/Perth,-25.888159,113.57695
1273,rec90vf8USI8Y5SPP,2024-07-21T16:14:28.000Z,2546,2557,Gamboma,GMM,1,Africa/Brazzaville,-1.933333,15.866667
1274,rec91c7g65IRvxjOy,2024-07-21T16:13:55.000Z,2054,1882,Du Bois,DUJ,-5,America/New_York,41.178333,-78.89889
1275,rec91lo1Y93yL5Jq6,2024-07-21T16:21:52.000Z,8592,9345,Wollaston Lake,ZWL,-6,America/Regina,58.1,-103.183334
1276,rec92JQFkxqmb7syM,2024-07-21T16:14:13.000Z,2325,2272,Farmington,FMN,-7,America/Denver,36.74111,-108.229164
1277,rec92cx0Xr3a9viNT,2024-07-21T16:20:14.000Z,7282,8433,Sira,XOQ,1,Europe/Oslo,58.42068,6.66218
1278,rec92iqPlqkiE4Los,2024-07-21T16:16:39.000Z,4389,4178,Long Lama,LLM,8,Asia/Kuching,3.766667,114.46667
1279,rec939i5RqcobLgKw,2024-07-21T16:17:33.000Z,5137,4977,Moro,MXH,10,Pacific/Port_Moresby,-6.3525,143.25055
1280,rec93M5Oxurc2DXVy,2024-07-21T16:16:44.000Z,4456,9240,Ludwigslust,ZLU,1,Europe/Berlin,53.3167,11.5
1281,rec93hmjZAMYnImFH,2024-07-21T16:15:16.000Z,3244,3061,Indiana,IDI,-5,America/New_York,40.61667,-79.15
1282,rec94iwVX35EolQJ9,2024-07-21T16:20:47.000Z,7722,7502,Taplejung,TPJ,5.45,Asia/Kathmandu,27.35,87.683334
1283,rec94kuriHGbrHCqr,2024-07-21T16:12:47.000Z,1119,986,Buenaventura,BUN,-5,America/Bogota,3.825,-76.995834
1284,rec94ocgUyOQPinwS,2024-07-21T16:12:12.000Z,642,527,Baotou,BAV,8,Asia/Shanghai,40.563328,110.0009
1285,rec95nOrpcrm1i2QV,2024-07-21T16:14:34.000Z,2627,4320,Ghadames,LTD,2,Africa/Tripoli,30.129168,9.509722
1286,rec962DerycnbGoLx,2024-07-21T16:19:32.000Z,6738,6510,Rutland Plains,RTP,10,Australia/Brisbane,-15.6,141.83333
1287,rec96PTxj6rh8mUjp,2024-07-21T16:11:34.000Z,110,12,Al Ain,AAN,4,Asia/Dubai,24.2075,55.744722
1288,rec97IwiAczhORKom,2024-07-21T16:14:18.000Z,2392,2265,Formosa,FMA,-3,America/Argentina/Cordoba,-26.212778,-58.235
1289,rec97SoDlnrgq1MBK,2024-07-21T16:12:30.000Z,893,779,Billund,BLL,1,Europe/Copenhagen,55.747383,9.147874
1290,rec97p2raKQ7JzF5X,2024-07-21T16:12:50.000Z,1161,647,Buri Ram,BFV,7,Asia/Bangkok,15.226944,103.25528
1291,rec97zYQfbqqD10kw,2024-07-21T16:12:48.000Z,1134,579,Bulchi,BCY,3,Africa/Addis_Ababa,6.216667,36.666668
1292,rec9828TaR2guUHW9,2024-07-21T16:14:07.000Z,2230,2048,Enontekio,ENF,2,Europe/Helsinki,68.35,23.416668
1293,rec98woAiJITJLV0A,2024-07-21T16:20:15.000Z,7309,6807,Skopje,SKP,1,Europe/Skopje,41.95649,21.62872
1294,rec993wio7aObhChZ,2024-07-21T16:12:51.000Z,1179,537,Butaritari,BBG,12,Pacific/Tarawa,3.166667,172.75
1295,rec9B77KJyhp5iMea,2024-07-21T16:16:13.000Z,4029,7731,Kyoto,UKY,9,Asia/Tokyo,35,135.75
1296,rec9BiOdjRqhoLCk1,2024-07-21T16:18:48.000Z,6132,5732,Plovdiv,PDV,2,Europe/Sofia,42.3,24.716667
1297,rec9Bk1LUsQ024Hak,2024-07-21T16:14:27.000Z,2521,2396,Gag Island,GAV,9,Asia/Jayapura,-26,130.88333
1298,rec9BvdboT0bggRNG,2024-07-21T16:21:52.000Z,8595,8118,WonJu,WJU,9,Asia/Seoul,37.434166,127.95167
1299,rec9CTGHemzWgPqPO,2024-07-21T16:17:05.000Z,4743,4974,Marion Downs,MXD,10,Australia/Brisbane,-23.333332,139.6
1300,rec9CohqJQTVCjIOV,2024-07-21T16:13:01.000Z,1304,1105,Carauari,CAF,-4,America/Manaus,-4.9,-66.916664
1301,rec9CotFgtQ3lbsiR,2024-07-21T16:19:24.000Z,6638,6487,Rock Sound,RSD,-5,America/Nassau,24.891666,-76.178055
1302,rec9DUxgQNJHobweN,2024-07-21T16:20:08.000Z,7208,6724,Shishmaref,SHH,-9,America/Anchorage,66.25694,-166.05833
1303,rec9DbxVjXZiZj9Ak,2024-07-21T16:21:34.000Z,8358,7976,Voronezh,VOZ,3,Europe/Moscow,51.812355,39.226997
1304,rec9DvSprpWOFUZIf,2024-07-21T16:11:41.000Z,217,375,Amami,ASJ,9,Asia/Tokyo,28.431522,129.70793
1305,rec9DzKWE340YHBqc,2024-07-21T16:11:47.000Z,308,3,Annaba,AAE,1,Africa/Algiers,36.821392,7.811857
1306,rec9E97pt4Lr3mQhN,2024-07-21T16:14:52.000Z,2893,2742,Halali,HAL,2,Africa/Windhoek,-19.966667,13.066667
1307,rec9FGc5lt02ejxxZ,2024-07-21T16:13:03.000Z,1334,1120,Caruaru,CAU,-3,America/Recife,-8.25,-35.916668
1308,rec9Fv2PbRPOW45O3,2024-07-21T16:19:01.000Z,6319,5953,Prospect Creek,PPC,-9,America/Anchorage,66.79667,-150.7
1309,rec9G4gDp6ppHpHfx,2024-07-21T16:19:35.000Z,6777,7093,Sahiwal,SWN,5,Asia/Karachi,30.75,73.13333
1310,rec9G9Ydt1whvwbgG,2024-07-21T16:14:49.000Z,2842,3923,Guilin,KWL,8,Asia/Shanghai,25.133333,110.316666
1311,rec9GEG8jabngLfG1,2024-07-21T16:11:57.000Z,430,321,Asapa,APP,10,Pacific/Port_Moresby,-8.983333,148.13333
1312,rec9GPZuyV975RAyK,2024-07-21T16:13:55.000Z,2065,1883,Dukuduk,DUK,2,Africa/Johannesburg,-28.366667,32.234165
1313,rec9H4f0RyrRQwAsr,2024-07-21T16:14:19.000Z,2403,1151,Fort Chaffee,CCA,-6,America/Chicago,35.316666,-94.3
1314,rec9HVP0UTMTM1wka,2024-07-21T16:16:39.000Z,4372,4253,Lompoc,LPC,-8,America/Los_Angeles,34.63915,-120.457941
1315,rec9Ht2GIYDHJ2IKE,2024-07-21T16:14:32.000Z,2603,2463,General Santos,GES,8,Asia/Manila,6.108066,125.23424
1316,rec9HvYtyahaPuRV4,2024-07-21T16:14:28.000Z,2541,2611,Gamarra,GRA,-5,America/Bogota,8.333333,-73.7
1317,rec9IfX869MRUDvTB,2024-07-21T16:13:06.000Z,1388,1207,Central,CEM,-9,America/Anchorage,65.57472,-144.78194
1318,rec9JZa748xoOiq7p,2024-07-21T16:16:22.000Z,4138,3987,Lamu,LAU,3,Africa/Nairobi,-2.25,40.911667
1319,rec9K8YOx1BxEjPEm,2024-07-21T16:13:04.000Z,1354,1499,Casuarito,CSR,-5,America/Bogota,5.833333,-68.13333
1320,rec9KUAzj2HZJXsIM,2024-07-21T16:16:19.000Z,4107,8300,Lake Geneva,XES,-6,America/Chicago,42.627777,-88.428055
1321,rec9KaTGrGTcnsmFW,2024-07-21T16:13:11.000Z,1452,2775,Cheraw,HCW,-5,America/New_York,34.7,-79.88333
1322,rec9KfAvm0FTiasjb,2024-07-21T16:19:08.000Z,6407,335,Qaisumah,AQI,3,Asia/Riyadh,28.334408,46.121315
1323,rec9KhDQRIx1KN8K6,2024-07-21T16:13:37.000Z,1790,1187,Cuddapah,CDP,5.30,Asia/Kolkata,14.516667,78.78333
1324,rec9L7FsLqPrZxpEi,2024-07-21T16:16:09.000Z,3978,3879,Kudat,KUD,8,Asia/Kuching,6.925,116.83417
1325,rec9L9q6TeDg0pFFf,2024-07-21T16:17:09.000Z,4793,4486,Mason City,MCW,-6,America/Chicago,43.156944,-93.329445
1326,rec9Lfd5mRGa1CXrX,2024-07-21T16:12:42.000Z,1047,8443,Brampton,XPN,-5,America/Toronto,43.6834,-79.7663
1327,rec9MMsvM90DwwGdR,2024-07-21T16:15:46.000Z,3668,3902,Kavala,KVA,2,Europe/Athens,40.912994,24.619675
1328,rec9MukZ0GmzNZTE4,2024-07-21T16:12:46.000Z,1103,9337,Brumunddal,ZVB,1,Europe/Oslo,60.88095,10.93948
1329,rec9MxSd3x19Lv4S8,2024-07-21T16:22:06.000Z,8789,1913,Zhezkazgan,DZN,6,Asia/Almaty,47.7,67.73333
1330,rec9N0kZirBk42E2h,2024-07-21T16:13:59.000Z,2113,1939,Ebolowa,EBW,1,Africa/Douala,2.916667,11.166667
1331,rec9N8wxjqfkZpMmt,2024-07-21T16:20:56.000Z,7847,7530,Thermal,TRM,-8,America/Los_Angeles,33.630554,-116.93611
1332,rec9O3DYF9LNbLhve,2024-07-21T16:20:37.000Z,7599,6626,Syktyvkar,SCW,3,Europe/Moscow,61.666668,50.766666
1333,rec9OJWSgxKwxKORk,2024-07-21T16:19:42.000Z,6857,7517,San Domino Island,TQR,1,Europe/Rome,42.11667,15.483333
1334,rec9OcNCby6I49T35,2024-07-21T16:14:04.000Z,2183,2091,Eldred Rock,ERO,-9,America/Juneau,-22.616667,17.083332
1335,rec9OrbS2ZL48axRu,2024-07-21T16:20:06.000Z,7170,2645,Shark Elowainat,GSQ,2,Africa/Cairo,22.583332,28.716667
1336,rec9PKj4cdbPuIqLY,2024-07-21T16:18:00.000Z,5497,5154,Nikunau,NIG,12,Pacific/Tarawa,-1.333333,176.41667
1337,rec9Pz18aoEsbtqeq,2024-07-21T16:19:40.000Z,6835,6796,Samarkand,SKD,5,Asia/Samarkand,39.696217,66.99085
1338,rec9Q63LMjJc9uZSh,2024-07-21T16:11:44.000Z,257,8568,Anahim Lake,YAA,-8,America/Vancouver,52.45,-125.3
1339,rec9QhCDCCO1kH6JR,2024-07-21T16:16:50.000Z,4533,4778,Madison,MPE,-5,America/New_York,41.283333,-72.6
1340,rec9R87uopVHpEHAs,2024-07-21T16:13:28.000Z,1672,1232,Confreza,CFO,-4,America/Cuiaba,-10.633333,-51.566666
1341,rec9RILTQqb75tjva,2024-07-21T16:17:32.000Z,5118,8800,Moose Jaw,YMJ,-6,America/Regina,50.38333,-105.53333
1342,rec9RcnwpLBcgBMm6,2024-07-21T16:19:12.000Z,6465,8897,Rae Lakes,YRA,-7,America/Yellowknife,64.11667,-117.35
1343,rec9Rehxqe1QGvitW,2024-07-21T16:14:29.000Z,2554,8698,Ganges Harbor,YGG,-8,America/Vancouver,48.85,-123.5
1344,rec9RpG6Dknyiw7vy,2024-07-21T16:16:51.000Z,4553,3555,Mahaweli,KDY,5.30,Asia/Colombo,7.466667,80.51667
1345,rec9SP9hoyLvZnlk4,2024-07-21T16:15:36.000Z,3528,4350,Kalaupapa,LUP,-10,Pacific/Honolulu,21.211111,-156.97444
1346,rec9SSMWvoPWqjbg1,2024-07-21T16:21:26.000Z,8242,7982,Valparaiso,VPZ,-6,America/Chicago,41.4525,-87.00528
1347,rec9SwfX6LJNoO3Bp,2024-07-21T16:13:29.000Z,1685,1433,Coolawanyah,COY,8,Australia/Perth,-21.85,117.75
1348,rec9TCLxkzfhN0Bno,2024-07-21T16:21:22.000Z,8183,7788,Urumqi,URC,8,Asia/Shanghai,43.90126,87.47515
1349,rec9THC6tuS3VGkYp,2024-07-21T16:20:02.000Z,7121,6854,Semporna,SMM,8,Asia/Kuching,4.416667,118.833336
1350,rec9TPXZfNKqP1oUb,2024-07-21T16:19:17.000Z,6532,8911,Red Sucker Lake,YRS,-6,America/Winnipeg,54.166668,-93.583336
1351,rec9UGBIpWps7BcCi,2024-07-21T16:12:53.000Z,1206,9066,Cahors,ZAO,1,Europe/Paris,44.45,1.45
1352,rec9UimNiJmGlASFj,2024-07-21T16:14:30.000Z,2563,2427,Garden City,GCK,-6,America/Chicago,37.92861,-100.72972
1353,rec9UoaMBMRs2f2i7,2024-07-21T16:11:34.000Z,106,212,Akulivik,AKV,-5,America/Montreal,60.733334,-78.583336
1354,rec9V3FZS3VEVoUMj,2024-07-21T16:12:08.000Z,588,884,Baler,BQA,8,Asia/Manila,15,121.083336
1355,rec9V6Xy97IGXMFbP,2024-07-21T16:11:30.000Z,48,75,Adrian,ADG,-5,America/Indiana/Indianapolis,41.9,-84.03333
1356,rec9V8G7JjOieoGBb,2024-07-21T16:18:24.000Z,5799,5595,Ouesso,OUE,1,Africa/Brazzaville,1.616667,16.04861
1357,rec9VPR5GNu4OY5Ir,2024-07-21T16:12:57.000Z,1259,1109,Canaima,CAJ,-4,America/Caracas,6.25,-62.833332
1358,rec9VcJZ0emy8GCR7,2024-07-21T16:12:30.000Z,883,8063,Big Rapids,WBR,-5,America/Detroit,43.7,-85.48333
1359,rec9Wa5GpkEeScTj0,2024-07-21T16:18:25.000Z,5813,8908,Owekeno Village,YRN,-8,America/Vancouver,51.466667,-127.583336
1360,rec9WfsMn77hBOgR4,2024-07-21T16:18:16.000Z,5703,5486,Omega,OMG,2,Africa/Windhoek,-18,22.066668
1361,rec9XjZuiRPuzvOHn,2024-07-21T16:18:32.000Z,5912,5899,Paramakotoi,PMT,-4,America/Guyana,7.566667,-57.183334
1362,rec9YJ2XHSjAQlwH8,2024-07-21T16:13:20.000Z,1561,3049,Clarinda,ICL,-6,America/Chicago,40.733334,-95.03333
1363,rec9YibuFfbLValIv,2024-07-21T16:15:40.000Z,3589,3477,Kano,KAN,1,Africa/Lagos,12.045549,8.522271
1364,rec9Ypwopu4BKJY0T,2024-07-21T16:18:50.000Z,6165,5696,Pondok Cabe,PCB,7,Asia/Jakarta,-6.35,106.76667
1365,rec9YqKi8HO49LBNm,2024-07-21T16:13:14.000Z,1494,1270,Chimbote,CHM,-5,America/Lima,-9.150556,-78.53111
1366,rec9ZxhmYcR83gJI4,2024-07-21T16:17:22.000Z,4973,4892,Minatitlan,MTT,-6,America/Mexico_City,17.983334,-94.51667
1367,rec9a2Xw0lf7pswYV,2024-07-21T16:13:07.000Z,1398,9084,Chah-bahar,ZBR,3.30,Asia/Tehran,25.436478,60.379562
1368,rec9aWmrLDmePMjuj,2024-07-21T16:21:59.000Z,8682,8831,Yantai,YNT,8,Asia/Shanghai,37.407326,121.3711
1369,rec9beuUxHR7Q5N3C,2024-07-21T16:19:05.000Z,6369,2639,Puerto San Jose,GSJ,-6,America/Guatemala,13.93619,-90.83583
1370,rec9bymmLeFL1TrER,2024-07-21T16:19:26.000Z,6657,6398,Rokeby,RKY,10,Australia/Brisbane,-13.166667,143.43333
1371,rec9c7yMBNfUPm8dU,2024-07-21T16:14:05.000Z,2202,2017,Elmira,ELM,-5,America/New_York,42.16304,-76.89586
1372,rec9c84FSNuggFutp,2024-07-21T16:20:18.000Z,7342,6916,Sogamoso,SOX,-5,America/Bogota,5.716667,-72.933334
1373,rec9ckc1WPAQkQPo7,2024-07-21T16:12:00.000Z,485,425,Aua Island,AUI,10,Pacific/Port_Moresby,-1.458333,143.075
1374,rec9cv62w40O0VFs5,2024-07-21T16:20:28.000Z,7467,7065,Stavanger,SVG,1,Europe/Oslo,58.969976,5.733107
1375,rec9d9EptEh5dg2fX,2024-07-21T16:21:44.000Z,8484,8076,Wenchang,WEC,8,Asia/Shanghai,49.2,9.925
1376,rec9dbgU6RfDgPnWt,2024-07-21T16:14:38.000Z,2681,1646,Gokuleshwar,DAP,5.45,Asia/Kathmandu,29.666668,80.5
1377,rec9dgl3WSfcaJkAv,2024-07-21T16:16:36.000Z,4337,4315,Lismore,LSY,10,Australia/Sydney,-28.836653,153.26337
1378,rec9eKRtZ6d9Ein3g,2024-07-21T16:19:49.000Z,6947,6868,Santa Ana,SNA,-8,America/Los_Angeles,33.717471,-117.831143
1379,rec9fIKRk60Ull4GB,2024-07-21T16:13:10.000Z,1435,1594,Charters Towers,CXT,10,Australia/Brisbane,-20.046667,146.26917
1380,rec9fdrVnGGlQ0HWG,2024-07-21T16:13:50.000Z,1985,1821,Dios,DOS,10,Pacific/Port_Moresby,-5.533333,154.83333
1381,rec9gCQmbeDwp9ztE,2024-07-21T16:20:44.000Z,7698,7261,Tanandava,TDV,3,Indian/Antananarivo,-21.7,43.733334
1382,rec9gSNMqKuqSM792,2024-07-21T16:18:24.000Z,5803,5604,Ourinhos,OUS,-3,America/Sao_Paulo,-22.966667,-49.916668
1383,rec9hBK3yRjU28yl1,2024-07-21T16:19:11.000Z,6454,5085,Quonset Point,NCO,-5,America/New_York,41,-71
1384,rec9hIi46wRTl44tv,2024-07-21T16:15:04.000Z,3064,2904,Holikachu,HOL,-9,America/Anchorage,62.86667,-159.65
1385,rec9hKi0GlUNEDSBt,2024-07-21T16:19:29.000Z,6705,6470,Roundup,RPX,-7,America/Denver,46.433334,-108.53333
1386,rec9iPejBcSFatjah,2024-07-21T16:18:47.000Z,6122,5675,Plattsburgh,PBG,-5,America/New_York,44.7,-73.48333
1387,rec9iq0cbemINQqZ8,2024-07-21T16:18:05.000Z,5560,5548,Northway,ORT,-9,America/Anchorage,62.961945,-141.92389
1388,rec9iwMu551Y5vaKe,2024-07-21T16:14:40.000Z,2716,2659,Gorontalo,GTO,8,Asia/Makassar,0.639039,122.850876
1389,rec9j7MXktP4V1W9E,2024-07-21T16:14:23.000Z,2478,6151,Freiburg,QFB,1,Europe/Berlin,47.9959,7.85222
1390,rec9jV3DaXg5zj3xa,2024-07-21T16:18:12.000Z,5659,5425,Ohrid,OHD,1,Europe/Skopje,41.185,20.743055
1391,rec9juiR1w24bKnOt,2024-07-21T16:11:27.000Z,6,15,Aarhus,AAR,1,Europe/Copenhagen,56.162939,10.203921
1392,rec9kSNwAvHSvSy3M,2024-07-21T16:17:14.000Z,4864,4493,Medford,MDF,-6,America/Chicago,45.15,-90.333336
1393,rec9kvUVs4P67tVWo,2024-07-21T16:19:24.000Z,6629,6438,Robinson River,RNR,10,Pacific/Port_Moresby,-10.133333,147.75
1394,rec9l9LmzS2GQyFHw,2024-07-21T16:17:47.000Z,5319,5053,Namlea,NAM,9,Asia/Jayapura,-3.3,127.1
1395,rec9lHoKhYruj36GU,2024-07-21T16:20:28.000Z,7475,8382,Steinkjer,XKJ,1,Europe/Oslo,64.0167,11.5
1396,rec9mdoZ7BSw9jTNn,2024-07-21T16:14:19.000Z,2401,2187,Fort Bragg,FBG,-5,America/New_York,35.166668,-79.01667
1397,rec9mfs5yzAzV8Yyo,2024-07-21T16:12:38.000Z,982,784,Bologna,BLQ,1,Europe/Rome,44.49419,11.346519
1398,rec9nmOy9bgxObgXt,2024-07-21T16:17:01.000Z,4691,9238,Manzanillo,ZLO,-6,America/Mexico_City,19.113333,-104.350555
